Place,Name,Birth.Date,Nat.,Mark,event_meta,event,games_link,athlete_links,games,country,date,Points,Records,Wind,Remarks
7,Michael MASON,30 SEP 1986,CAN,2.25,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/michael-mason-014173852,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Edgar RIVERA,13 FEB 1991,MEX,2.21,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/mexico/edgar-rivera-14213214,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Majd Eddin GHAZAL,21 APR 1987,SYR,2.21,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/syria/majd-eddin-ghazal-14228259,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Thiago MOURA,27 NOV 1995,BRA,2.21,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/brazil/thiago-moura-14488481,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Loïc GASCH,13 AUG 1994,SUI,2.21,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/switzerland/loic-gasch-14453258,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Mateusz PRZYBYLKO,09 MAR 1992,GER,2.21,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/mateusz-przybylko-14360276,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Stefano SOTTILE,26 JAN 1998,ITA,2.17,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/stefano-sottile-14595370,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Tihomir IVANOV,11 JUL 1994,BUL,2.17,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/bulgaria/tihomir-ivanov-14476183,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
15,Darryl SULLIVAN JR.,28 DEC 1997,USA,2.17,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/darryl-sullivan-jr-14653088,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
16,Jamal WILSON,01 SEP 1988,BAH,2.17,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/bahamas/jamal-wilson-14177932,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Niklas KAUL,11 FEB 1998,GER,2.11,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/niklas-kaul-14603864,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,906,NA,NA,NA
2,Zachery ZIEMEK,23 FEB 1993,USA,2.05,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/zachery-ziemek-14429901,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,850,NA,NA,NA
2,Cedric DUBLER,13 JAN 1995,AUS,2.05,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/cedric-dubler-14446988,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,850,NA,NA,NA
4,Steven BASTIEN,04 MAR 1994,USA,2.05,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/steven-bastien-14531009,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,850,NA,NA,NA
5,Jorge UREÑA,08 OCT 1993,ESP,2.05,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/spain/jorge-urena-014450719,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,850,NA,NA,NA
6,Kai KAZMIREK,28 JAN 1991,GER,2.02,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/kai-kazmirek-14328075,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,822,NA,NA,NA
6,Damian WARNER,04 NOV 1989,CAN,2.02,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/damian-warner-14173337,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,822,NA,NA,NA
6,Lindon VICTOR,28 FEB 1993,GRN,2.02,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/grenada/lindon-victor-14631507,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,822,NA,NA,NA
9,Maicel UIBO,27 DEC 1992,EST,2.02,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/estonia/maicel-uibo-14375741,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,822,NA,NA,NA
10,Karel TILGA,05 FEB 1998,EST,2.02,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/estonia/karel-tilga-14665173,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,822,NA,NA,NA
11,Garrett SCANTLING,19 MAY 1993,USA,1.99,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/garrett-scantling-14468103,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,794,NA,NA,NA
NA,Thomas VAN DER PLAETSEN,24 DEC 1990,BEL,DNS,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/belgium/thomas-van-der-plaetsen-014375128,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Ashley MOLONEY,13 MAR 2000,AUS,2.11,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/ashley-moloney-14673644,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,906,NA,NA,NA
2,Kevin MAYER,10 FEB 1992,FRA,2.08,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/kevin-mayer-14334978,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,878,NA,NA,NA
3,Felipe DOS SANTOS,30 JUL 1994,BRA,2.02,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/brazil/felipe-dos-santos-014479729,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,822,NA,NA,NA
4,Paweł WIESIOŁEK,13 AUG 1991,POL,2.02,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/poland/pawel-wiesiolek-014459743,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,822,NA,NA,NA
5,Pierce LEPAGE,22 JAN 1996,CAN,1.99,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/pierce-lepage-14541853,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,794,NA,NA,NA
6,Johannes ERM,26 MAR 1998,EST,1.99,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/estonia/johannes-erm-14604068,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,794,NA,NA,NA
7,Ilya SHKURENYOV,11 JAN 1991,ANA,1.99,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/russia/ilya-shkurenyov-14402428,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,794,NA,NA,NA
8,Adam Sebastian HELCELET,27 OCT 1991,CZE,1.96,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/czech-republic/adam-sebastian-helcelet-014377016,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,767,NA,NA,NA
8,Vitaliy ZHUK,10 SEP 1996,BLR,1.96,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/belarus/vitaliy-zhuk-014646669,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,767,NA,NA,NA
10,Martin ROE,01 APR 1992,NOR,1.96,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/norway/martin-roe-014375310,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,767,NA,NA,NA
11,Jiří SÝKORA,20 JAN 1995,CZE,1.9,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/czech-republic/jiri-sykora-14456280,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,714,NA,NA,NA
1,Armand DUPLANTIS,10 NOV 1999,SWE,6.02,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/sweden/armand-duplantis-14679502,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Christopher NILSEN,13 JAN 1998,USA,5.97,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/christopher-nilsen-14709278,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Thiago BRAZ,16 DEC 1993,BRA,5.87,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/brazil/thiago-braz-14377443,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Emmanouil KARALIS,20 OCT 1999,GRE,5.80,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/greece/emmanouil-karalis-14669731,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,KC LIGHTFOOT,11 NOV 1999,USA,5.80,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/kc-lightfoot-014715264,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Piotr LISEK,16 AUG 1992,POL,5.80,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/poland/piotr-lisek-14426447,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Harry COPPELL,11 JUL 1996,GBR,5.80,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/great-britain-ni/harry-coppell-14506488,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Renaud LAVILLENIE,18 SEP 1986,FRA,5.70,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/renaud-lavillenie-14185853,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Oleg ZERNIKEL,16 APR 1995,GER,5.70,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/oleg-zernikel-14401268,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Ersu ŞAŞMA,30 SEP 1999,TUR,5.70,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/turkey/ersu-sasma-14737427,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Ernest John OBIENA,17 NOV 1995,PHI,5.70,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/philippines/ernest-john-obiena-14522941,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Bo Kanda LITA BAEHRE,29 APR 1999,GER,5.70,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/bo-kanda-lita-baehre-14649117,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Menno VLOON,11 MAY 1994,NED,5.55,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/netherlands/menno-vloon-14482223,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
NA,Kurtis MARSCHALL,25 APR 1997,AUS,NM,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/kurtis-marschall-14565327,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,KC LIGHTFOOT,11 NOV 1999,USA,5.75,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/kc-lightfoot-014715264,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Kurtis MARSCHALL,25 APR 1997,AUS,5.75,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/kurtis-marschall-14565327,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Renaud LAVILLENIE,18 SEP 1986,FRA,5.75,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/renaud-lavillenie-14185853,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Emmanouil KARALIS,20 OCT 1999,GRE,5.75,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/greece/emmanouil-karalis-14669731,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Ernest John OBIENA,17 NOV 1995,PHI,5.75,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/philippines/ernest-john-obiena-14522941,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Oleg ZERNIKEL,16 APR 1995,GER,5.65,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/oleg-zernikel-14401268,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Robert SOBERA,19 JAN 1991,POL,5.65,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/poland/robert-sobera-14335149,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Augusto DUTRA,16 JUL 1990,BRA,5.65,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/brazil/augusto-dutra-14373227,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Valentin LAVILLENIE,16 JUL 1991,FRA,5.65,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/valentin-lavillenie-14378885,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Minsub JIN,02 SEP 1992,KOR,5.50,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/korea/minsub-jin-014334595,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Sondre GUTTORMSEN,01 JUN 1999,NOR,5.50,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/norway/sondre-guttormsen-14681630,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
12,Torben BLECH,12 FEB 1995,GER,5.30,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/torben-blech-14483212,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
12,Masaki EJIMA,06 MAR 1999,JPN,5.30,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/japan/masaki-ejima-014714512,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
14,Paweł WOJCIECHOWSKI,06 JUN 1989,POL,5.30,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/poland/pawel-wojciechowski-14217866,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
NA,Claudio Michel STECCHI,23 NOV 1991,ITA,NM,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/claudio-michel-stecchi-14201526,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Bo Kanda LITA BAEHRE,29 APR 1999,GER,5.75,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/bo-kanda-lita-baehre-14649117,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Christopher NILSEN,13 JAN 1998,USA,5.75,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/christopher-nilsen-14709278,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Armand DUPLANTIS,10 NOV 1999,SWE,5.75,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/sweden/armand-duplantis-14679502,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Menno VLOON,11 MAY 1994,NED,5.75,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/netherlands/menno-vloon-14482223,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Thiago BRAZ,16 DEC 1993,BRA,5.75,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/brazil/thiago-braz-14377443,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Piotr LISEK,16 AUG 1992,POL,5.75,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/poland/piotr-lisek-14426447,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Harry COPPELL,11 JUL 1996,GBR,5.65,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/great-britain-ni/harry-coppell-14506488,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Ersu ŞAŞMA,30 SEP 1999,TUR,5.65,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/turkey/ersu-sasma-14737427,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
